file_name,effects_overexposure_chronic,effects_overexposure_eyes,effects_overexposure_ingestion,effects_overexposure_inhalation,effects_overexposure_skin,first_aids_chronic,first_aids_eyes,first_aids_ingestion,first_aids_inhalation,first_aids_skin,health_hazards_chronic,health_hazards_eyes,health_hazards_ingestion,health_hazards_inhalation,health_hazards_skin,appearance,conditions_avoid,decomposition_products,eyes_protection,other_precautions,protective_equipment,protective_gloves,respiratory_protection,ventilation,disposal,extinguishing_media,fire_fighting,handling_storage,spill
blpmz,, irritation.,,,,,,, remove to fresh air.,,, irritation.,,,,SOLID METAL OBJECT. ANTI-RUST COATING W/KEROSENE ODOR.,,METAL FUMES & OXIDE OF CARBON,NIOSH APPROVED SAFETY GLASSES,DON'T WEAR CONTACT LENSES.,,,USE NIOSH APPROVED RESPIRATOR FOR METAL DUST IF >TLV.,"REQUIRED TO KEEP <TLV WHEN CUTTING, GRINDING, BRAZING OR WELDING.","DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS.",,,"REMOVE TRACES OF MATERIAL DUST IF SOLDERING, WELDING, BRAZING, CUTTING OR OTHER PROCESS INVOLVING SOURCES TO PREVENT A FIRE HAZARD.",TREAT CHIPS OR DUST AS METAL ALLOYS.
blpcq,,"eyes, itching and feeling that a particle exists between the eyelid and eye.",,,,,eyes/skin: flush with copious quantities of water for at least 15 minutes.,,,skin: flush with copious quantities of water for at least 15 minutes.,chronic: can produce mechanical irritation to the eye.,eye.,,,,SOLID SPHERICAL BEADS; ODORLESS,AT TEMPS ABOVE 204C DECOMPOSITION OCCURS. EXPLOSIVE REACTIONS CAN OCCUR IN THE PRESENCE OF STRONG OXIDIZING AGENTS.,"CARBON MONOXIDE, CARBON DIOXIDE, STYRENE, DIVINYLBENZENE.",CHEMICAL WORK GOGGLES .,AVOID PACKING PROD IN AN UNPROTECTED GLASS COLUMN. EXPANSION OF THE PROD CAN CAUSE GLASS COLUMN TO SHATTER. WHEN TRANSFERRING PROD TO OTHER CNTNRS VIA HYDRAULIC (WATER) SLURRY ALL SAFETY PRACTICES EST ABLISHED FOR USE OF WATER (SUPP DATA),LONG SLEEVE SHIRT AND LONG TROUSERS IS RECOMMENDED TO PREVENT SKIN CONTACT.,IMPERVIOUS GLOVES.,NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,NONE SPECIFIED BY MANUFACTURER.,"NEW, UNUSED PRODUCT CAN BE DISPOSED OF AS ORDINARY TRASH I/A/W ALL FEDERAL, STATE, AND LOCAL REGULATIONS. USED PRODUCT MUST BE TESTED FOR CONTAMINATION BY HAZARDOUS MATERIAL AND DISPOSED OF ACCORDINGL Y.","DRY CHEMICAL, CARBON DIOXIDE OR WATER FOG.",WEAR NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT . GUARD AGAINST CONTACT OF PRODUCT WITH EYE DURING SALVAGE OPERATION.,AVOID FREEZING/PRLNGD STORAGE >50C BECAUSE PRODS CONTAINS WATER WHICH WILL FREEZE & DAM PROD/DRY-OUT ALSO DAMAGING PROD. AVOID CONT (SEE SUPP DATA),"SWEEP AREA OF PRODUCT, COLLECTING IN A CONTAINER FOR DISPOSAL. AREAS OF SPILL CAN BECOME EXTREMELY SLIPPERY. ALL NORMAL SAFETY PRECAUTIONS SHOULD BE OBSERVED."
blpcf,,,,,,,,,,,,"eyes, skin & respiratory system.",,,skin & respiratory system.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,"BY FIRE:CO, CO*2, HCL.",CHEMICAL WORKERS GOGGLES .,"DURING USE & UNTIL ALL VAPS ARE GONE:KEEP AREA VENT-DO NOT SMOKE-EXTING ALL FLAMES, PILOT LIGHTS, & HEATERS-TURN ALL STOVES, ELEC TOOLS & APPLIANCES, & ANY OTHER SOURCES OF IGNIT. CONSULT NFPA CODE. U SE APPRVD BONDING/GROUNDING PROC.(ING 7)",NONE SPECIFIED BY MANUFACTURER.,IMPERVIOUS GLOVES .,"IF PERSONAL EXPOSURE CANNOT BE CONTROLLED BELOW APPLICABLE LIMITS BY VENTILATION, WEAR A PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR FOR PROTECTION.",LOCAL EXHAUST PERFERABLE. GENERAL EXHAUST ACCEPTABLE IF EXPOSURE MAINTAINED BELOW APPLICABLE EXPOS LIMITS. (SUPP DATA),"WASTE FROM PROD MAY BE HAZ AS DEFINED UNDER RCRA 40 CFR 261. WASTE MUST BE TESTED FOR IGNITABLIITY TO DETERMINE THE APPLIC EPA HAZ WASTE NUMBERS. INCIN IN APPRVD FACILITY. DO NOT INCIN CLSD CNTNR. DIS P OF I/A/W FEDERAL, STATE, AND LOCAL REGULATIONS.","CARBON DIOXIDE, DRY CHEMICAL, FOAM","WEAR NIOSH/MSHA APPRVD SCBA & FULL PROT EQUIP . WATER SPRAY MAY BE INEFTIVE. IF WATER IS USED, FOG NOZ ARE PRED. WATER MAY BE USED TO COOL CLSD(SUPP DATA)","CONTENTS ARE FLAMMABLE. KEEP AWAY FROM HEAT, SPARKS AND OPEN FLAME. VAPOR WILL ACCUMULATE READILY & MAY IGNITE EXPLOSIVELY.",REMOVE ALL SOURCES OF IGNITION. VENTILATE AND REMOVE WITH INERT ABSORBENT.
blpcg,,,,,,,,,,,,"eyes, skin & respiratory system.",,,skin & respiratory system.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,"BY FIRE:CO, CO*2, HCL.",CHEMICAL WORKERS GOGGLES .,"DURING USE & UNTIL ALL VAPS ARE GONE:KEEP AREA VENT-DO NOT SMOKE-EXTING ALL FLAMES, PILOT LIGHTS,& HEATERS-TURN OFF STOVES, ELEC TOOLS & APPLIANCES,& ANY OTHER SOURCES OF IGNIT. CONSULT NFPA CODE. USE APPRVD BONDING/GROUNDING PROC. (ING 7)",NONE SPECIFIED BY MANUFACTURER.,IMPERVIOUS GLOVES .,"IF PERSONAL EXPOSURE CANNOT BE CONTROLLED BELOW APPLICABLE LIMITS BY VENTILATION, WEAR A PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR FOR PROTECTION.",LOCAL EXHAUST PREFERABLE. GENERAL EXHAUST ACCEPTABLE IF EXPOSURE MAINTAINED BELOW APPLICABLE EXPOS LIMITS. (SUPP DATA),"WASTE FROM PROD MAY BE HAZ AS DEFINED UNDER RCRA 40 CFR 261. WASTE MUST BE TESTED FOR IGNITABLILITY TO DETERMINE THE APPLIC EPA HAZ WASTE NUMBERS. INCIN IN APPRVD FACILITY. DO NOT INCIN CLSD CNTNR. DI SP OF I/A/W FEDERAL, STATE, AND LOCAL REGULATIONS.","CARBON DIOXIDE, DRY CHEMICAL, FOAM","WEAR NIOSH/MSHA APPRVD SCBA & FULL PROT EQUIP . WATER SPRAY MAY BE INEFT. IF WATER IS USED, FOG NOZ ARE PREF. WATER MAY BE USED TO COOL CLSD(SUPP DATA)","CONTENTS ARE FLAMMABLE. KEEP AWAY FROM HEAT, SPARKS AND OPEN FLAME. VAPOR WILL ACCUMULATE READILY & MAY IGNITE EXPLOSIVELY.",REMOVE ALL SOURCES OF IGNITION. VENTILATATE AND REMOVE WITH INERT ABSORBENT.
blpcp,,eye:irritation.,,,,,hold eyelids open & flush eyes w/lg amts of h*2o for at least 15 min.,,,,,eye and mucous membranes irritation.,,,,BLUE-GREEN PERFUMED LIQUID.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,CHEMICAL WORKERS GOGGLES .,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,IMPERVIOUS GLOVES .,NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,NONE SPECIFIED BY MANUFACTURER.,"DISPOSE OF SURPLUS PRODUCT AS HAZARDOUS WASTE. DISPOSE OF IN ACCORDANCE WITH LOCAL, STATE, AND FEDERAL REGULATIONS .","FOAM, CO*2, DRY CHEMICAL, WATER FOG",WATER MAY BE INEFFECTIVE. WEAR NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT .,"STORE IN A COOL, DRY, WELL VENTILATED PLACE.",ABSORB ON SAND AND SCOOP TO CONTAINER FOR PROPER DISPOSAL.
blpml,, irritation.,,,,, flush w/large amounts of water for 15 mins.,,,,, irritation.,,,,CLEAR AMBER LIQUID W/ORANGE ODOR.,"TEMPERATURES >120F, SPARKS, OPEN FLAME, HEAT, & WELDING AREAS.",CO,AS REQUIRED,,AS REQUIRED,AS REQUIRED,AS REQUIRED,LOCAL EXHAUST: ADEQUATE. MECHANICAL: AS REQUIRED.,"DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS.",WATER SPRAY OR ALCOHOL FOAM,USE WATER SPRAY TO EXTINGUISH FIRE/KEEP FIRE-EXPOSED CONTAINERS COOL. WEAR SCBA W/FULL FACE PIECE OPERATED IN PRESSURE DEMAND OR OTHER POSITIVE PRESSURE MODE.,"AVOID CONTACT W/EYES & SKIN. DON'T STORE NEAR HEAT, SPARKS, OR OPEN FLAME. AVOID WELDING AREAS.",ABSORB ON MINERAL CLAY ABSORBENT MATERIAL. USE WATER SPRAY TO FLUSH SPILLS FROM EXPOSURE.
blpnw,,,," permanent brain & nervous system damage, liver , kidney damage, & chemical pneumonitis, which can be fatal.",,, flush w/large amounts of water for at least 15 mins.,,,,," irritation, redness, tearing, & blurred vision.",,,,TYPICAL FOR SOLVENT BASED COATING.,"HEAT, OPEN FLAME, SPARKS, ELECTRICAL EQUIPMENT, HIGH TEMPERATURES, FIRE, & OTHER SOURCES OF IGNITION","TOXIC MATERIALS, CO2, CO, & VARIOUS HYDROCARBONS",,DON'T TAKE INTERNALLY. AVOID INHALATION OF VAPORS OR MISTS. AVOID CONTACT W/SKIN. INTENTIONAL MISUSE BY DELIBERATELY CONCENTRATING & INHALING THIS PRODUCT MAY BE HARMFUL OR FATAL.,,,"IF >TLV, USE NIOSH/MSHA APPROVED ORGANIC VAPOR & MIST, SUPPLIED-AIR RESPIRATOR, OR SELF-CONTAINED BREATHING APPARATUS.",MECHANICAL (GENERAL OR LOCAL): TO KEEP AIR,"DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS.","FOAM, CO2, OR DRY CHEMICAL",WEAR SELF-CONTAINED BREATHING APPARATUS W/FULL FACE PIECE OPERATED IN PRESSURE DEMAND OF OTHER POSITIVE PRESSURE MODE.,"DON'T STORE OR USE NEAR SOURCES OF HIGH TEMPERATURES, FIRE, OPEN FLAME, OR IGNITION SOURCES. KEEP CONTAINER TIGHTLY CLOSED.","ELIMINATE ALL IGNITION SOURCES. DIKE, CONTAIN, OR ABSORB W/INERT MATERIALS SUCH AS SAND OR VERMICULITE. TRANSFER TO CONTAINERS FOR RECOVERY OR DISPOSAL. PREVENT RUNOFF INTO SEWERS OR OTHER BODIES OF W ATER."
blplh,,,," anesthetic, respiratory tract irritation, nervous system depression, headache, dizziness, staggering gait, confusion, unconsciousness, coma, kidney, liver, & blood damage.",,,,, remove to fresh air & restore breathing.,,,,," anesthetic, respiratory tract irritation, nervous system depression, headache, dizziness, staggering gait, confusion, unconsciousness, coma, kidney, liver & blood damage.",,BLUE LIQUID,"HEAT, ELECTRICAL EQUIPMENT, SPARKS, OPEN FLAME, HOT SURFACES, & OTHER SOURCES OF IGNITION.","HAZARDOUS FUMES AS IN WELDING, CO & OXIDES OF NITROGEN",,"CONTAINERS SHOULD BE GROUNDED WHEN POURING. AVOID FREE FALL OF LIQUIDS IN EXCESS OF A FEW INCHES. DON'T FLAME CUT, BRAZE, OR WELD W/O MSHA APPROVED RESPIRATOR OR APPROPRIATE VENTILATION. DON'T TAKE IN TERNALLY.",,,USE NIOSH APPROVED RESPIRATOR W/ORGANIC CHEMICAL CARTRIDGE.,GENERAL DILUTION OR LOCAL EXHAUST IN VOLUME & PATTERN TO KEEP AIR,"DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS. DON'T INCINERATE CLOSED CONTAINERS.","FOAM, CO2 & DRY CHEMICAL","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE.",DON'T STORE >120F. KEEP CONTAINERS TIGHTLY CLOSED. STORE LARGE QUANTITIES IN BUILDINGS DESIGNED FOR STORAGE OF NFPA CLASS II COMBUSTIBLE LIQUIDS.,"REMOVE ALL SOURCES OF IGNITION (FLAMES, HOT SURFACES, ELECTRICAL STATIC OR FRICTIONAL SPARKS). VENTILATE AREA. REMOVE W/INERT, ABSORBENT & NON-SPARKING TOOLS."
blpxz,,eyes/skin: irritation.,,,skin: irritation.,, flush w/plenty of water for at least 15 mins.,,,,,eyes/skin: irritation.,,,skin: irritation.,TARTAR DARK RED,"HEAT, ELECTRICAL EQUIPMENT & OPEN FLAME",CO & CO2,SAFETY GLASSES W/UNPERFERATED SIDESHIELD,USE APPROVED BONDING & GROUNDING PROCEDURES. KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY. KEEP OUT OF REACH OF CHILDREN.,,RECOMMENDED,USE NIOSH/MSHA APPROVED RESPRIATORY DEVICE.,LOCAL EXHAUST & GENERAL TO KEEP BELOW TLV.,"PRODUCT WASTE MAY BE HAZARDOUS UNDER RCRA. TEST FOR IGNITABILITY TO DETERMINE HAZARDOUS WASTE NUMBER. INCINERATE IN APPROVED FACILITY. DON'T INCINERATE CLOSED CONTAINER. DISPOSE IN ACCORDANCE W/LOCAL, STATE & FEDERAL REGULATIONS. COMBUSTIBLE.","CO, DRY CHEMICAL & FOAM","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",AVOID BREATHING VAPOR & SPRAY MIST. AVOID CONTACT W/SKIN & EYES. CLOSED CONTAINERS MAY EXPLODE WHEN EXPOSED TO EXTREME HEAT. COMBUSTIBLE.,ELMINATE IGNITION SOURCES. VENTILATE AREA. REMOVE W/INERT ABSORBENT.
blpzr,, irritation.,,,,, flush w/plenty of water for at least 15 mins.,,,,, irritation.,,,,LIQUID W/ETHER LIKE ODOR,"HEAT, SPARKS & OPEN FLAMES","CO2, CO, HYDROGEN CHLORIDE & SMOKE",SAFETY GLASSES W/SIDE SHIELDS,,EYE WASH & SHOWER,RUBBER,USE NIOSH APPROVED CANISTER RESPIRATOR IN ABSENCE OF ADEQUATE VENTILATION.,GENERAL MECHANICAL/LOCAL EXHAUST TO KEEP BELOW TLV. OPEN DOORS & WINDOWS. ENCLOSED AREAS USE EXHAUST FAN.,"DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS. TOXIC & IGNITABLE WASTE. NA 1993.","DRY CHEMICAL, CO2 & WATER OR FOAM EXTINGUISHER.",EVACUATE AREA & CALL FIRE DEPRARTMENT IMMEDIATELY.,ELIMINATE IGNITION SOURCES. STORE IN COOL DRY PLACE. EMPTY CONTAINERS WILL RETAIN RESIDUE & VAPORS. COMBUSTIBLE LIQUID.,"VENTILATE AREA. STOP LEAK, W/O RISK. ABSORB W/SAND, EARTH OR OTHER ABSORBING MATERIAL."
blpxm,,eyes/skin: irritation.,,,skin: irritation.,, flush w/plenty of water for at least 15 mins.,,,,,eyes/skin: irritation.,,,skin: irritation.,MEDIUM GREEN,"HEAT, ELECTRICAL EQUIPMENT & OPEN FLAME",CO & CO2,SAFETY GLASSES W/UNPERFERATED SIDESHIELD,USE APPROVED BONDING & GROUNDING PROCEDURES. KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY. KEEP OUT OF REACH OF CHILDREN.,,RECOMMENDED,USE NIOSH/MSHA APPROVED RESPRIATORY DEVICE.,LOCAL EXHAUST & GENERAL TO KEEP BELOW TLV.,"PRODUCT WASTE MAY BE HAZARDOUS UNDER RCRA. TEST FOR IGNITABILITY TO DETERMINE HAZARDOUS WASTE NUMBER. INCINERATE IN APPROVED FACILITY. DON'T INCINERATE CLOSED CONTAINER. DISPOSE IN ACCORDANCE W/LOCAL, STATE & FEDERAL REGULATIONS. COMBUSTIBLE.","CO, DRY CHEMICAL & FOAM","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",AVOID BREATHING VAPOR & SPRAY MIST. AVOID CONTACT W/SKIN & EYES. CLOSED CONTAINERS MAY EXPLODE WHEN EXPOSED TO EXTREME HEAT. COMBUSTIBLE.,ELMINATE IGNITION SOURCES. VENTILATE AREA. REMOVE W/INERT ABSORBENT.
blpvf,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,,, remove to fresh air & restore breathing.,,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",RED,HEAT/ELECTRICAL EQUIPMENT & TOOLS/SPARKS/OPEN FLAME/PILOT LIGHTS/HEATERS/STOVES/APPLIANCES & ALL OTHER IGNITION SOURCES.,"CO, & CO2",,USE ONLY W/ADEQUATE VENTILATION. AVOID BREATHING VAPOR/SPRAY MIST. DON'T GET IN EYES OR ON SKIN. INTENTIONAL MISUSE BY DELIBERATELY CONCENTRATING & INHALING THE CONTENTS CAN BE HARMFUL OR FATAL. KEEP OUT OF REACH OF CHILDREN.,,,"USE PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR. WHEN SANDING OR ABRADING THE DRIED FILM, WEAR A DUST MASK OR PARTICULATE RESPIRATOR.",LOCAL EXHAUST OR GENERAL EXHAUST TO KEEP AIR,"MAY BE RCRA HAZARDOUS WASTE. TEST FOR IGNITABILITY TO DETERMINE EPA HAZARDOUS WASTE NUMBERS. INCINERATE IN APPROVED FACILITY ACCORDING TO FEDERAL, STATE, & LOCAL REGULATIONS. DON'T INCINERATE CLOSED CONTAINERS. FLAMMABLE.","CO2, DRY CHEMICAL, OR FOAM","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY. DON'T SMOKE.,REMOVE ALL SOURCES OF IGNITION. VENTILATE & REMOVE W/INERT ABSORBENT.
blpty,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,,, remove to fresh air & restore breathing.,,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",WHITE,EXTREME HEAT & OTHER SOURCES OF IGNITION,"CO, & CO2",,USE ONLY W/ADEQUATE VENTILATION. AVOID BREATHING VAPOR/SPRAY MIST. DON'T GET IN EYES OR ON SKIN. KEEP OUT OF REACH OF CHILDREN.,,,"USE PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR. WHEN SANDING OR ABRADING THE DRIED FILM, WEAR A DUST/MIST RESPIRATOR.",LOCAL EXHAUST OR GENERAL EXHAUST TO KEEP AIR,"INCINERATE AS NON-HAZARDOUS WASTE INCINERATE IN APPROVED FACILITY ACCORDING TO FEDERAL, STATE, & LOCAL REGULATIONS. DON'T INCINERATE CLOSED CONTAINERS.","ALCOHOL FOAM, CO2 & DRY CHEMICAL","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY.,REMOVE ALL SOURCES OF IGNITION. VENTILATE & REMOVE W/INERT ABSORBENT.
blpvq,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,,, remove to fresh air & restore breathing.,,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,HEAT/ELECTRICAL EQUIPMENT & TOOLS/SPARKS/OPEN FLAME/PILOT LIGHTS/HEATERS/STOVES/APPLIANCES & ALL OTHER IGNITION SOURCES.,"CO, & CO2",,USE ONLY W/ADEQUATE VENTILATION. AVOID BREATHING VAPOR/SPRAY MIST. DON'T GET IN EYES OR ON SKIN. INTENTIONAL MISUSE BY DELIBERATELY CONCENTRATING & INHALING THE CONTENTS CAN BE HARMFUL OR FATAL. KEEP OUT OF REACH OF CHILDREN.,,,"USE PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR. WHEN SANDING OR ABRADING THE DRIED FILM, WEAR A DUST MASK OR PARTICULATE RESPIRATOR.",LOCAL EXHAUST OR GENERAL EXHAUST TO KEEP AIR,"MAY BE RCRA HAZARDOUS WASTE. TEST FOR IGNITABILITY TO DETERMINE EPA HAZARDOUS WASTE NUMBERS. INCINERATE IN APPROVED FACILITY ACCORDING TO FEDERAL, STATE, & LOCAL REGULATIONS. DON'T INCINERATE CLOSED CONTAINERS. FLAMMABLE.","CO2, DRY CHEMICAL, OR FOAM","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKNTERNALLY. DON'T SMOKE.,REMOVE ALL SOURCES OF IGNITION. VENTILATE & REMOVE W/INERT ABSORBENT.
blpvs,,eyes: irritation.,,,skin/eyes: irritation.,,,,, remove oil by wiping or applying waterless hand cleaner.,,eyes: irritation.,,,skin/eyes: irritation.,"LIGHT COLORED, VISCOUS LIQUID W/SLIGHT ODOR.",,CO,GOGGLES,AVOID BREATHING OIL MIST.,,AS REQUIRED,AS REQUIRED,LOCAL EXHAUST: IF MIST IS GENERATED,"DISPOSAL BY INCINERATION IN COMPLIANCE W/LOCAL, STATE, & FEDERAL REGULATIONS.",DRY CHEMICAL,,NO SPECIAL PRECAUTIONS NORMALLY NEEDED.,"ABSORB W/CLAY, DIATOMACEOUS EARTH, OR OTHER INERT MATERIAL."
blptl,,,,,,, flush w/plenty of water.,,,,,,,,,RED COLORED SMOOTH TEXTURED GREASE.,,"CO, CO2 & OTHER HARMFUL PRODUCTS.",RECOMMENDED,,,,,,"DISPOSE OF IN ACCORDANCE W/LOCAL, STATE, & FEDERAL REGULATIONS. ENCLOSED-CONTROLLED INCINERATION IS RECOMMENDED UNLESS DIRECTED OTHERWISE BY APPLICABLE ORDINANCES.","AGENTS APPROVED FOR CLASS B HAZARDS SUCH AS DRY CHEMICAL, CO2, HALOGENATED AGENTS, FOAM, STEAM OR WATER FOG.",,AS REQUIRED.,CONTAIN & REMOVE BY MECHANICAL MEANS.
blpvd,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,,, remove to fresh air & restore breathing.,,,"eyes/skin: irritation, redness, itching, & burning sensation.",,,"skin: irritation, redness, itching, & burning sensation.",,SOURCES OF IGNITION,"CO, & CO2",,USE ONLY W/ADEQUATE VENTILATION. AVOID BREATHING VAPOR/SPRAY MIST. DON'T GET IN EYES OR ON SKIN. KEEP OUT OF THE REACH OF CHILDREN.,,,"USE PROPERLY FITTED NIOSH/MSHA APPROVED ORGANIC VAPOR/PARTICULATE RESPIRATOR. WHEN SANDING OR ABRADING THE DRIED FILM, WEAR A DUST MASK OR PARTICULATE RESPIRATOR.",LOCAL EXHAUST OR GENERAL EXHAUST TO KEEP AIR,"MAY BE RCRA HAZARDOUS WASTE. TEST FOR IGNITABILITY TO DETERMINE EPA HAZARDOUS WASTE NUMBERS. INCINERATE IN APPROVED FACILITY ACCORDING TO FEDERAL, STATE, & LOCAL REGULATIONS. DON'T INCINERATE CLOSED CONTAINERS.","FOAM, CO2, & DRY CHEMICAL","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY.,REMOVE ALL SOURCES OF IGNITION. VENTILATE & REMOVE W/INERT ABSORBENT.
blpyk,,eyes/skin: irritation.,,,skin: irritation.,, flush w/plenty of water for at least 15 mins.,,,,,eyes/skin: irritation.,,,skin: irritation.,CLEAR,"HEAT, ELECTRICAL EQUIPMENT & OPEN FLAME",CO & CO2,SAFETY GLASSES W/UNPERFERATED SIDESHIELD,USE APPROVED BONDING & GROUNDING PROCEDURES. KEEP CONTAINER CLOSED WHEN NOT IN USE. TRANSFER ONLY TO APPROVED CONTAINERS W/COMPLETE & APPROPRIATE LABELING. DON'T TAKE INTERNALLY. KEEP OUT OF REACH OF CHILDREN.,,RECOMMENDED,USE NIOSH/MSHA APPROVED RESPRIATORY DEVICE.,LOCAL EXHAUST & GENERAL TO KEEP BELOW TLV.,"PRODUCT WASTE MAY BE HAZARDOUS UNDER RCRA. TEST FOR IGNITABILITY TO DETERMINE HAZARDOUS WASTE NUMBER. INCINERATE IN APPROVED FACILITY. DON'T INCINERATE CLOSED CONTAINER. DISPOSE IN ACCORDANCE W/LOCAL, STATE & FEDERAL REGULATIONS. COMBUSTIBLE.","CO, DRY CHEMICAL & FOAM","WATER SPRAY MAY BE INEFFECTIVE. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE. WEAR FULL PROTECTIVE CLOTHING & SELF-CONTAINED BREATHING APPARATUS.",AVOID BREATHING VAPOR & SPRAY MIST. AVOID CONTACT W/SKIN & EYES. CLOSED CONTAINERS MAY EXPLODE WHEN EXPOSED TO EXTREME HEAT. COMBUSTIBLE.,ELMINATE IGNITION SOURCES. VENTILATE AREA. REMOVE W/INERT ABSORBENT.
